mean_X	mean_Y	mean_hx	mean_hy	mean_theta_x	mean_theta_y	corr	MI	mean_E	mean_mx	mean_my	std_mx	std_my	H	T
578.241430	578.060978	0.050000	0.050000	0.000000	0.000000	0.785774	0.569959	-0.038512	0.525703	0.525227	0.052233	0.052044	0.100000	0.000000
578.463074	578.198778	0.050000	0.050000	0.000000	0.000000	0.791305	0.599351	-0.038518	0.526288	0.525590	0.052170	0.052410	0.100000	0.000000
578.303800	578.284865	0.050000	0.050000	0.000000	0.000000	0.790552	0.622961	-0.038512	0.525868	0.525818	0.052297	0.052390	0.100000	0.000000
578.350916	578.457449	0.050000	0.050000	0.000000	0.000000	0.785844	0.599303	-0.038520	0.525992	0.526273	0.052028	0.051803	0.100000	0.000000
578.313827	578.419952	0.050000	0.050000	0.000000	0.000000	0.787152	0.607074	-0.038516	0.525894	0.526174	0.051928	0.052258	0.100000	0.000000
578.557096	578.272858	0.050000	0.050000	0.000000	0.000000	0.791332	0.603069	-0.038530	0.526536	0.525786	0.051786	0.052345	0.100000	0.000000
578.573952	578.238888	0.050000	0.050000	0.000000	0.000000	0.784576	0.578316	-0.038529	0.526580	0.525696	0.051873	0.051538	0.100000	0.000000
578.423991	578.218794	0.050000	0.050000	0.000000	0.000000	0.781631	0.574207	-0.038536	0.526185	0.525643	0.051647	0.051193	0.100000	0.000000
578.311131	578.149790	0.050000	0.050000	0.000000	0.000000	0.777433	0.559994	-0.038515	0.525887	0.525461	0.051876	0.051338	0.100000	0.000000
578.294113	578.450085	0.050000	0.050000	0.000000	0.000000	0.783019	0.607113	-0.038540	0.525842	0.526254	0.051616	0.051188	0.100000	0.000000
578.082420	578.530235	0.050000	0.050000	0.000000	0.000000	0.776148	0.590813	-0.038521	0.525283	0.526465	0.051540	0.051275	0.100000	0.000000
578.101785	578.384264	0.050000	0.050000	0.000000	0.000000	0.768520	0.574467	-0.038506	0.525335	0.526080	0.051346	0.051326	0.100000	0.000000
578.171509	578.431300	0.050000	0.050000	0.000000	0.000000	0.775570	0.593498	-0.038509	0.525518	0.526204	0.051562	0.051706	0.100000	0.000000
578.074464	578.336036	0.050000	0.050000	0.000000	0.000000	0.780960	0.597564	-0.038513	0.525262	0.525953	0.051604	0.051978	0.100000	0.000000
578.066841	578.259231	0.050000	0.050000	0.000000	0.000000	0.780629	0.577585	-0.038503	0.525242	0.525750	0.052051	0.051912	0.100000	0.000000
577.978005	577.990845	0.050000	0.050000	0.000000	0.000000	0.784474	0.602648	-0.038527	0.525008	0.525042	0.051492	0.051923	0.100000	0.000000
577.921529	578.009927	0.050000	0.050000	0.000000	0.000000	0.786868	0.607567	-0.038540	0.524859	0.525092	0.051254	0.051895	0.100000	0.000000
577.999977	578.064020	0.050000	0.050000	0.000000	0.000000	0.783903	0.597888	-0.038539	0.525066	0.525235	0.051050	0.051855	0.100000	0.000000
577.686775	577.956687	0.050000	0.050000	0.000000	0.000000	0.790016	0.624584	-0.038539	0.524240	0.524952	0.051376	0.052176	0.100000	0.000000
577.830571	577.706272	0.050000	0.050000	0.000000	0.000000	0.784880	0.604634	-0.038523	0.524619	0.524291	0.051460	0.052175	0.100000	0.000000
577.880578	577.741384	0.050000	0.050000	0.000000	0.000000	0.785802	0.610703	-0.038520	0.524751	0.524384	0.051430	0.052437	0.100000	0.000000
578.082129	577.787878	0.050000	0.050000	0.000000	0.000000	0.790638	0.613988	-0.038518	0.525283	0.524506	0.052031	0.052509	0.100000	0.000000
577.968223	577.678330	0.050000	0.050000	0.000000	0.000000	0.782299	0.591543	-0.038497	0.524982	0.524217	0.052530	0.051885	0.100000	0.000000
577.864523	577.949296	0.050000	0.050000	0.000000	0.000000	0.779593	0.605821	-0.038486	0.524709	0.524932	0.052651	0.051943	0.100000	0.000000
578.140699	577.872740	0.050000	0.050000	0.000000	0.000000	0.782059	0.598578	-0.038494	0.525437	0.524730	0.052581	0.051897	0.100000	0.000000
578.183044	577.719047	0.050000	0.050000	0.000000	0.000000	0.783892	0.612791	-0.038501	0.525549	0.524325	0.052531	0.051863	0.100000	0.000000
